id,created_at,text
1288598499764908032,2020-07-29 22:13:18,"Destaques do dia 📊 (Volume de Negócios acima da média dos últimos 21 pregões)

#OIBR3 8,1x (-6,82%)
#PARD3 8x (+6,46%)
#DIRR3 2x (+4,00%)
#CSNA3 1,9x (+5,69%)
#BEEF3 1,8x (-4,40%)

#marketmovers"
1288595847001841664,2020-07-29 22:02:45,"#COGN3 - Vasta Educacional, da Cogna, já tem demanda superando em 10 vezes volume de ações que está sendo oferecido em seu IPO na Nasdaq. Considerando topo da faixa indicativa (US$15,50 a US$17,50), poderá movimentar US$ 373,84 milhões, ou seja, mais de R$ 1,8 bilhão. (Broadcast)"
1288593900551249923,2020-07-29 21:55:01,"#AZUL4 #GOLL4 - Governo editou portaria que vai permitir a reabertura do espaço aéreo do Brasil a estrangeiros a partir de hoje, segundo CNN Brasil, que obteve a informação através de uma minuta da portaria que deve ser publicada ainda nesta quarta em edição extra do DOU."
1288572904972718081,2020-07-29 20:31:35,RT @genialinveste: 💲 Fique muito bem informado sobre as movimentações mais relevantes do mercado financeiro nesta quarta-feira com o #Fecha…
1288553005579632640,2020-07-29 19:12:31,"@Reginaldopfaria tudo que sobe muito e rápido, fica exposto a uma correção do tipo"
1288506620436152322,2020-07-29 16:08:12,"#STBP3 #LOGN3 - Movimentação de cargas dos portos públicos registrou crescimento de 6,6% no 1S20, na comparação com mesmo período de 2019. Entre janeiro a junho, foram transportadas 168,8 milhões de toneladas ante a movimentação de 158,4 milhões de toneladas, em 2019. (Broadcast)"
1288498672439889920,2020-07-29 15:36:37,@fvallim Mercado um pouco mais cético sobre as privatizações e idas e voltas do marco do saneamento. Isso vem fazendo preço nos últimos dias.
1288479748587491341,2020-07-29 14:21:25,"#CIEL3 - Plural ELEVA recomendação para Cielo de VENDA para NEUTRA, preço-alvo em BRL 5.30, potencial de alta de 9.5% sobre último fechamento. Compilado Bloomberg mostra faixa de recomendações entre BRL 3 e BRL 18.50. Preço-alvo médio em BRL 5.34."
1288468708323713024,2020-07-29 13:37:33,"#MGLU3 ➡️ #COGN3 - Para Henrique Bredda, do Alaska, o próximo Magazine Luiza é a Cogna e o próprio Magazine Luiza.

https://t.co/Myy3ue9tI2"
1288462085811249152,2020-07-29 13:11:14,@FelipeDR11 Somente no terminal
1288439342650793984,2020-07-29 11:40:51,RT @genialinveste: 💰 O que deve mexer com o mercado financeiro nesta quarta-feira? Descubra assistindo ao nosso #MorningCall! @FilipeVilleg…
1288432708163641344,2020-07-29 11:14:30,"🎧🎙 #29/7 - Dia de decisão sobre política monetária nos EUA – 29/07/2020

Dólar recua com moderação e bolsas têm altas brandas no mercado global com expectativa de que o Fed mantenha uma mensagem dovish. 

https://t.co/A8OnICsaEZ"
1288432663443968000,2020-07-29 11:14:19,"🗞 Genial News - 29/07/2020

🔗 https://t.co/0kz9zvH3DW https://t.co/DKyQlsGTxK"
1288431954967371778,2020-07-29 11:11:30,"#ABEV3 - Cerpa contrata Ejafac para reestruturação e negocia parceria com Ambev. A intenção inicial da Cerpa é encontrar um parceiro para fortalecer a distribuição de cervejas em todo o país, bem como a produção de suas marcas. (Valor)"
1288431920808853505,2020-07-29 11:11:22,"#BRDT3 - BR Distribuidora aprovou distribuição de dividendos e JCP referentes a 2019. Foram reservados R$ 1,124 bilhão para determinação dos dividendos, o equivalente a 50,8% do lucro líquido do ano passado. Terão direito detentores até 31/7. Ex-dividendos em 3 de agosto."
1288431900151996416,2020-07-29 11:11:17,#BTOW3 - B2W fecha parceria com a BFFC Brazil para integrar restaurantes. Companhias fecharam acordo para a inserção dos restaurantes Bob’s no B2W Marketplace. (Bloomberg)
1288431882804305920,2020-07-29 11:11:13,"#BRFS3 - China suspendeu importações de aves da BRF a partir de 23/julho, de acordo com uma lista da alfândega chinesa publicada em 29/julho. Lista também diz que China retomou importações de carne bovina das argentinas Runfo, Frimsa e também de aves da Que Rico. (Bloomberg)"
1288431858951364619,2020-07-29 11:11:07,"#CSNA3 - Bradesco BBI ELEVA recomendação para CSN de VENDA para COMPRA, preço-alvo em BRL 17, potencial de alta de 38% sobre último fechamento. Compilado Bloomberg mostra faixa de recomendações entre BRL 8 e BRL 18. Preço-alvo médio 12.19."
1288431830383943681,2020-07-29 11:11:00,"#CSNA3 - Lucro da CSN cai 80,2% no segundo trimestre. A Companhia Siderúrgica Nacional reportou lucro líquido de R$ 345,2 milhões, no período. (Valor)"
1288431787702726656,2020-07-29 11:10:50,"#DIRR3 - Vendas líquidas da Direcional anotam recorde histórico no 2º trimestre. A Direcional Engenharia registrou vendas líquidas de R$ 401 milhões no período, aumento de 19% em relação ao mesmo período de 2019. (Valor)"
1288431764352966657,2020-07-29 11:10:45,"#ENEV3 #TIET11 - Derrotada, Eneva desiste de Tietê e mira outros ativos. Depois de perder disputa com AES Corp por ações do BNDES na AES Tietê, Eneva mira novos planos. (Valor)"
1288431734120480769,2020-07-29 11:10:37,#TIET11 - CVM questiona BNDESPar por não divulgar venda de ações da AES Tietê. A CVM só ficou sabendo da transação depois que a companhia informou ao mercado que sua controladora fora a vencedora no processo competitivo do banco de fomento. (Valor)
1288431709793538048,2020-07-29 11:10:32,"#HYPE3 – HSBC ELEVA recomendação para Hypera de NEUTRA para COMPRA, preço-alvo em BRL 42, potencial de alta de 16% sobre último fechamento. Compilado Bloomberg mostra faixa de recomendações entre BRL 30 e BRL 45. Preço-alvo médio 39.57."
1288431691044999168,2020-07-29 11:10:27,"#LOGN3 - Nova lei da cabotagem favorece expansão de grandes grupos. Para executivos de grandes operadores, a proposta do governo deverá acelerar e baratear seus planos de crescimento. (Valor)"
1288431674699722752,2020-07-29 11:10:23,"#LREN3 - Renner informou nesta terça-feira a alteração da data de divulgação dos seus resultados referentes ao segundo trimestre de 2020. Prevista inicialmente para o próximo dia 13, a divulgação do balanço será em 31 de agosto. A teleconferência acontece em 1º de setembro, 13h."
1288431654592221189,2020-07-29 11:10:19,"#MGLU3 – Magalu aprovou pagamento de R$ 322,639 milhões em proventos referentes a 2019. Dividendos R$ 152,639 milhões, pagamento com base na posição em 30/7. R$ 112 milhões de JCP, pagamento com base em 7/10/19. Outros R$ 58 milhões em JCP, pagamento com base em 30/12"
1288431634283462659,2020-07-29 11:10:14,"#SANB11 - Santander Brasil aprovou JCP no valor bruto de R$ 770 milhões, R$ 0,2065 por Unit. O valor será pago de acordo com a posição acionária do dia 6/8, e a partir do dia 7, os papéis passam a ser negociados ex-juros. O crédito será feito aos acionistas a partir do dia 25/9."
1288431614696062976,2020-07-29 11:10:09,#SBSP3 #CSMG3 #SAPR11 - O governo acenou ao Congresso com o envio de um projeto de lei para evitar a derrubada de um dos vetos feitos por Jair Bolsonaro ao novo marco legal do saneamento básico. (Folha)
1288431597675569155,2020-07-29 11:10:05,"#SMLS3 - Smiles fecha segundo trimestre com perda, mas vê recuperação mês a mês. CEO da companhia de fidelidade da Gol diz que consumidor está interessado em retomar viagens. (Valor)"
1288431580051132416,2020-07-29 11:10:01,"#UGPA3 - Ultra entra em pagamento digital. Com foco em pagamentos digitais, a sexta empresa do grupo nasce ancorada no programa de fidelidade Km de Vantagens e no aplicativo Abastece Aí! e oferecerá, conta de pagamento digital, descontos e um programa de “cashback”. (Valor)"
